id express priority volume weight reward duration
0 0 2 3 25 819 458
1 0 2 3 25 672 895
2 0 2 3 25 537 690
3 0 2 3 25 657 623
4 0 2 3 25 822 345
5 0 2 3 26 668 390
6 0 2 3 26 694 539
7 0 2 3 26 622 590
8 0 2 3 26 1198 992
9 0 2 3 26 951 216
10 0 2 3 26 1774 912
11 0 2 3 26 1665 538
12 0 2 3 26 802 230
13 0 2 3 26 443 782
14 0 2 3 26 1523 494
15 0 2 3 26 252 1077
16 0 2 3 26 1775 784
17 0 2 3 26 1426 898
18 0 2 3 26 1607 558
19 0 2 3 26 1827 247
20 0 2 3 26 729 659
21 0 2 3 26 1254 810
22 0 2 3 26 593 266
23 0 2 3 26 753 767
24 0 2 3 26 871 800
25 0 2 3 26 968 282
26 0 2 3 26 478 118
27 0 2 3 26 1455 124
28 0 2 3 26 608 995
29 0 2 3 26 1826 816
30 0 2 3 26 682 148
31 0 2 3 26 328 662
32 0 2 3 26 1556 664
33 0 2 3 26 556 835
34 0 2 3 26 660 682
35 0 2 3 26 477 671
36 0 2 3 26 1574 892
37 0 2 3 26 1232 867
38 0 2 3 26 1421 1067
39 0 2 3 26 322 164
40 0 2 3 26 344 145
41 0 2 3 26 521 315
42 0 2 3 26 1795 790
43 0 2 3 26 1211 964
44 0 2 3 26 871 782
45 0 2 3 26 297 1009
46 0 2 3 26 240 321
47 0 2 3 26 920 240
48 0 2 3 26 1349 644
49 0 2 3 26 719 944
50 0 2 3 27 1743 496
51 0 2 3 27 552 1095
52 0 2 3 27 1349 1072
53 0 2 3 27 1431 777
54 0 2 3 27 1885 555
55 0 2 3 27 698 608
56 0 2 3 27 1569 875
57 0 2 3 27 1733 203
58 0 2 3 27 954 637
59 0 2 3 27 1600 283
60 0 2 3 27 880 783
61 0 2 3 27 1017 172
62 0 2 3 27 473 430
63 0 2 3 27 1111 422
64 0 2 3 27 1065 448
65 0 2 3 27 808 993
66 0 2 3 27 1592 319
67 0 2 3 27 697 458
68 0 2 3 27 1486 957
69 0 2 3 27 827 319
70 0 2 3 27 1383 461
71 0 2 3 27 292 258
72 0 2 3 27 1499 116
73 0 2 3 27 1473 255
74 0 2 3 27 1939 477
75 0 2 3 27 1654 336
76 0 2 3 27 789 539
77 0 2 3 27 1065 749
78 0 2 3 27 1899 511
79 0 2 3 27 1946 165
80 0 2 3 27 926 434
81 0 2 3 27 1572 811
82 0 2 3 27 1398 1089
83 0 2 3 27 424 914
84 0 2 3 27 1193 1097
85 0 2 3 27 929 719
86 0 2 3 27 569 569
87 0 2 3 27 1588 776
88 0 2 3 27 904 133
89 0 2 3 27 1128 566
90 0 2 3 27 942 1043
91 0 2 3 27 827 603
92 0 2 3 27 755 504
93 0 2 3 27 518 517
94 0 2 3 27 1565 634
95 0 2 3 27 393 1000
96 0 2 3 27 279 371
97 0 2 3 27 810 713
98 0 2 3 27 1194 148
99 0 2 3 27 1979 980
100 0 2 3 28 805 893
101 0 2 3 28 1068 734
102 0 2 3 28 484 359
103 0 2 3 28 1205 382
104 0 2 3 28 1011 793
105 0 2 3 28 1536 280
106 0 2 3 28 973 1060
107 0 2 3 28 1226 332
108 0 2 3 28 1537 694
109 0 2 3 28 1140 101
110 0 2 3 28 859 583
111 0 2 3 28 1823 257
112 0 2 3 28 1698 650
113 0 2 3 28 235 777
114 0 2 3 28 1761 568
115 0 2 3 28 903 804
116 0 2 3 28 350 686
117 0 2 3 28 803 740
118 0 2 3 28 1530 278
119 0 2 3 28 797 515
120 0 2 3 28 567 1003
121 0 2 3 28 1869 704
122 0 2 3 28 656 663
123 0 2 3 28 705 869
124 0 2 3 28 477 277
125 0 2 3 28 1747 858
126 0 2 3 28 299 584
127 0 2 3 28 1602 114
128 0 2 3 28 536 226
129 0 2 3 28 1497 200
130 0 2 3 28 1965 1080
131 0 2 3 28 612 538
132 0 2 3 28 838 1051
133 0 2 3 28 853 714
134 0 2 3 28 1518 410
135 0 2 3 28 1908 160
136 0 2 3 28 1474 1021
137 0 2 3 28 699 886
138 0 2 3 28 1281 919
139 0 2 3 28 1203 437
140 0 2 3 28 1904 116
141 0 2 3 28 1945 997
142 0 2 3 28 461 644
143 0 2 3 28 605 654
144 0 2 3 28 1188 643
145 0 2 3 28 1415 1078
146 0 2 3 28 1545 620
147 0 2 3 28 1812 408
148 0 2 3 28 1975 170
149 0 2 3 28 427 135
150 0 2 3 28 1781 376
151 0 2 3 28 879 505
152 0 2 3 28 1323 437
153 0 2 3 28 275 688
154 0 2 3 28 1541 621
155 0 2 3 28 1926 298
156 0 2 3 29 1854 1041
157 0 2 3 29 1102 1057
158 0 2 3 29 1329 136
159 0 2 3 29 777 846
160 0 2 3 29 1044 299
161 0 2 3 29 367 772
162 0 2 3 29 764 518
163 0 2 3 29 1627 590
164 0 2 3 29 425 239
165 0 2 3 29 1025 1089
166 0 2 3 29 850 219
167 0 2 3 29 1753 665
168 0 2 3 29 382 103
169 0 2 3 29 630 582
170 0 2 3 29 522 179
171 0 2 3 29 406 1074
172 0 2 3 29 494 414
173 0 2 3 29 220 685
174 0 2 3 29 1987 1090
175 0 2 3 29 824 653
176 0 2 3 29 1488 460
177 0 2 3 29 965 750
178 0 2 3 29 1283 1091
179 0 2 3 29 441 120
180 0 2 3 29 1898 411
181 0 2 3 29 295 113
182 0 2 3 29 1626 608
183 0 2 3 29 1445 1051
184 0 2 3 29 1551 371
185 0 2 3 29 1590 420
186 0 2 3 29 690 411
187 0 2 3 29 1491 637
188 0 2 3 29 905 235
189 0 2 3 29 994 366
190 0 2 3 29 954 648
191 0 2 3 29 507 705
192 0 2 3 29 394 1082
193 0 2 3 29 1755 837
194 0 2 3 29 1270 604
195 0 2 3 29 1555 1030
196 0 2 3 29 896 1076
197 0 2 3 29 1925 519
198 0 2 3 29 1980 770
199 0 2 3 29 1840 570
200 0 2 3 29 1394 541
201 0 2 3 29 1921 561
202 0 2 3 29 563 407
203 0 2 3 29 1807 139
204 0 2 3 29 846 769
205 0 2 3 29 708 931
206 0 2 3 29 382 693
207 0 2 4 3 1708 345
208 0 2 4 3 1127 173
209 0 2 4 3 923 135
210 0 2 4 3 1774 273
211 0 2 4 3 664 187
212 0 2 4 3 1910 358
213 0 2 4 3 1267 792
214 0 2 4 3 634 678
215 0 2 4 3 671 240
216 0 2 4 3 1319 790
217 0 2 4 3 787 118
218 0 2 4 3 1012 221
219 0 2 4 3 1046 805
220 0 2 4 3 745 806
221 0 2 4 3 1710 981
222 0 2 4 3 296 579
223 0 2 4 3 1004 1020
224 0 2 4 3 601 852
225 0 2 4 3 1312 495
226 0 2 4 3 1548 935
227 0 2 4 3 615 333
228 0 2 4 3 1051 621
229 0 2 4 3 375 1054
230 0 2 4 3 1286 190
231 0 2 4 3 1380 552
232 0 2 4 3 1956 1022
233 0 2 4 3 1306 707
234 0 2 4 3 1692 492
235 0 2 4 3 312 889
236 0 2 4 3 591 947
237 0 2 4 3 955 1004
238 0 2 4 3 309 253
239 0 2 4 3 209 1070
240 0 2 4 3 1793 228
241 0 2 4 3 717 396
242 0 2 4 3 675 772
243 0 2 4 3 350 927
244 0 2 4 3 1953 657
245 0 2 4 3 222 684
246 0 2 4 3 1520 623
247 0 2 4 3 282 358
248 0 2 4 3 1181 852
249 0 2 4 3 1091 881
250 0 2 4 3 1740 1037
251 0 2 4 3 1729 717
252 0 2 4 3 1203 543
253 0 2 4 3 296 408
254 0 2 4 3 815 781
255 0 2 4 3 1214 357
256 0 2 4 3 1220 983
257 0 2 4 3 664 341
258 0 2 4 3 267 891
259 0 2 4 4 967 926
260 0 2 4 4 1004 184
261 0 2 4 4 304 123
262 0 2 4 4 433 490
263 0 2 4 4 1732 940
264 0 2 4 4 1158 1062
265 0 2 4 4 616 526
266 0 2 4 4 298 336
267 0 2 4 4 488 542
268 0 2 4 4 909 740
269 0 2 4 4 282 206
270 0 2 4 4 1322 953
271 0 2 4 4 785 714
272 0 2 4 4 893 708
273 0 2 4 4 437 224
274 0 2 4 4 1407 316
275 0 2 4 4 449 587
276 0 2 4 4 707 172
277 0 2 4 4 437 416
278 0 2 4 4 656 819
279 0 2 4 4 1636 482
280 0 2 4 4 258 193
281 0 2 4 4 1366 615
282 0 2 4 4 746 424
283 0 2 4 4 675 373
284 0 2 4 4 1178 375
285 0 2 4 4 1564 741
286 0 2 4 4 1411 671
287 0 2 4 4 278 878
288 0 2 4 4 1242 803
289 0 2 4 4 1809 698
290 0 2 4 4 513 752
291 0 2 4 4 755 554
292 0 2 4 4 1521 597
293 0 2 4 4 534 665
294 0 2 4 4 638 525
295 0 2 4 4 691 283
296 0 2 4 4 1353 925
297 0 2 4 4 1533 716
298 0 2 4 4 322 790
299 0 2 4 4 1859 873
300 0 2 4 4 1705 496
301 0 2 4 4 1908 841
302 0 2 4 4 495 1030
303 0 2 4 4 1617 202
304 0 2 4 4 1595 927
305 0 2 4 5 1218 618
306 0 2 4 5 1783 639
307 0 2 4 5 314 822
308 0 2 4 5 1896 527
309 0 2 4 5 1934 253
310 0 2 4 5 1924 856
311 0 2 4 5 1748 377
312 0 2 4 5 766 603
313 0 2 4 5 919 988
314 0 2 4 5 1537 842
315 0 2 4 5 214 592
316 0 2 4 5 1946 511
317 0 2 4 5 941 1003
318 0 2 4 5 507 636
319 0 2 4 5 507 258
320 0 2 4 5 304 564
321 0 2 4 5 574 204
322 0 2 4 5 1393 378
323 0 2 4 5 640 884
324 0 2 4 5 488 477
325 0 2 4 5 1852 713
326 0 2 4 5 1458 242
327 0 2 4 5 565 1073
328 0 2 4 5 399 1068
329 0 2 4 5 1977 798
330 0 2 4 5 1451 736
331 0 2 4 5 1717 1071
332 0 2 4 5 1322 547
333 0 2 4 5 1738 839
334 0 2 4 5 1379 765
335 0 2 4 5 690 204
336 0 2 4 5 1656 163
337 0 2 4 5 476 821
338 0 2 4 5 1950 780
339 0 2 4 5 624 332
340 0 2 4 5 1781 642
341 0 2 4 5 392 112
342 0 2 4 5 1504 380
343 0 2 4 5 1142 636
344 0 2 4 5 821 585
345 0 2 4 5 1005 718
346 0 2 4 5 1309 650
347 0 2 4 5 1236 209
348 0 2 4 5 340 893
349 0 2 4 5 1104 539
350 0 2 4 5 1457 894
351 0 2 4 5 424 145
352 0 2 4 5 1378 615
353 0 2 4 5 340 339
354 0 2 4 5 1278 756
355 0 2 4 5 1091 108
356 0 2 4 5 1537 830
357 0 2 4 5 233 604
358 0 2 4 5 436 1052
359 0 2 4 5 269 677
360 0 2 4 5 1987 457
361 0 2 4 5 941 550
362 0 2 4 5 710 433
363 0 2 4 5 601 732
364 0 2 4 5 936 299
365 0 2 4 6 1956 202
366 0 2 4 6 808 309
367 0 2 4 6 1800 1082
368 0 2 4 6 661 228
369 0 2 4 6 898 1058
370 0 2 4 6 1532 996
371 0 2 4 6 1759 868
372 0 2 4 6 1859 794
373 0 2 4 6 418 233
374 0 2 4 6 1858 880
375 0 2 4 6 805 754
376 0 2 4 6 1271 968
377 0 2 4 6 1497 1063
378 0 2 4 6 580 356
379 0 2 4 6 1151 896
380 0 2 4 6 595 547
381 0 2 4 6 1570 912
382 0 2 4 6 1494 994
383 0 2 4 6 1230 649
384 0 2 4 6 566 326
385 0 2 4 6 1844 339
386 0 2 4 6 1557 762
387 0 2 4 6 1813 811
388 0 2 4 6 839 720
389 0 2 4 6 816 344
390 0 2 4 6 911 723
391 0 2 4 6 476 922
392 0 2 4 6 452 342
393 0 2 4 6 1673 620
394 0 2 4 6 368 1013
395 0 2 4 6 1983 314
396 0 2 4 6 349 276
397 0 2 4 6 1864 667
398 0 2 4 6 1746 428
399 0 2 4 6 977 471
400 0 2 4 6 1248 715
401 0 2 4 6 1264 686
402 0 2 4 6 857 755
403 0 2 4 6 435 586
404 0 2 4 6 430 160
405 0 2 4 6 1955 357
406 0 2 4 6 655 158
407 0 2 4 6 1933 276
408 0 2 4 6 935 832
409 0 2 4 6 1878 285
410 0 2 4 6 997 853
411 0 2 4 6 1065 187
412 0 2 4 6 550 978
413 0 2 4 6 1180 999
414 0 2 4 6 739 901
415 0 2 4 6 1736 911
416 0 2 4 6 1355 179
417 0 2 4 6 779 745
418 0 2 4 6 1063 164
419 0 2 4 6 801 456
420 0 2 4 6 746 388
421 0 2 4 7 1093 340
422 0 2 4 7 462 611
423 0 2 4 7 1190 185
424 0 2 4 7 663 918
425 0 2 4 7 451 803
426 0 2 4 7 1487 321
427 0 2 4 7 546 1095
428 0 2 4 7 1099 901
429 0 2 4 7 562 258
430 0 2 4 7 650 290
431 0 2 4 7 1294 879
432 0 2 4 7 1107 918
433 0 2 4 7 1356 697
434 0 2 4 7 559 943
435 0 2 4 7 1052 941
436 0 2 4 7 1714 875
437 0 2 4 7 1550 207
438 0 2 4 7 779 557
439 0 2 4 7 1623 795
440 0 2 4 7 1920 436
441 0 2 4 7 1331 733
442 0 2 4 7 1769 725
443 0 2 4 7 1906 350
444 0 2 4 7 1625 501
445 0 2 4 7 1327 349
446 0 2 4 7 516 496
447 0 2 4 7 1071 760
448 0 2 4 7 1072 891
449 0 2 4 7 513 394
450 0 2 4 7 1251 831
451 0 2 4 7 1957 462
452 0 2 4 7 1271 133
453 0 2 4 7 647 974
454 0 2 4 7 1176 821
455 0 2 4 7 1239 683
456 0 2 4 7 214 451
457 0 2 4 7 1122 333
458 0 2 4 7 1960 193
459 0 2 4 7 230 655
460 0 2 4 7 873 865
461 0 2 4 7 1084 817
462 0 2 4 7 1544 723
463 0 2 4 7 1794 299
464 0 2 4 7 1766 656
465 0 2 4 7 719 736
466 0 2 4 7 587 887
467 0 2 4 7 1954 632
468 0 2 4 7 1221 650
469 0 2 4 7 1782 635
470 0 2 4 7 401 612
471 0 2 4 7 1114 910
472 0 2 4 7 926 1078
473 0 2 4 7 260 1054
474 0 2 4 7 678 331
475 0 2 4 7 481 667
476 0 2 4 8 1220 606
477 0 2 4 8 1594 404
478 0 2 4 8 1018 136
479 0 2 4 8 391 876
480 0 2 4 8 1252 448
481 0 2 4 8 1886 427
482 0 2 4 8 1985 661
483 0 2 4 8 1806 553
484 0 2 4 8 1160 311
485 0 2 4 8 491 154
486 0 2 4 8 278 755
487 0 2 4 8 236 252
488 0 2 4 8 1155 657
489 0 2 4 8 497 655
490 0 2 4 8 1883 610
491 0 2 4 8 393 166
492 0 2 4 8 627 907
493 0 2 4 8 832 791
494 0 2 4 8 1570 985
495 0 2 4 8 846 816
496 0 2 4 8 1754 425
497 0 2 4 8 1619 806
498 0 2 4 8 805 182
499 0 2 4 8 1270 372
500 0 2 4 8 786 924
501 0 2 4 8 1358 235
502 0 2 4 8 1429 826
503 0 2 4 8 896 932
504 0 2 4 8 424 1058
505 0 2 4 8 1962 717
506 0 2 4 8 917 801
507 0 2 4 8 844 311
508 0 2 4 8 1212 438
509 0 2 4 8 490 1050
510 0 2 4 8 1246 1064
511 0 2 4 8 1700 683
512 0 2 4 8 1555 335
513 0 2 4 8 1788 589
514 0 2 4 8 1748 982
515 0 2 4 8 962 223
516 0 2 4 8 1538 671
517 0 2 4 8 732 988
518 0 2 4 8 326 757
519 0 2 4 9 865 245
520 0 2 4 9 600 1039
521 0 2 4 9 688 887
522 0 2 4 9 301 513
523 0 2 4 9 1515 496
524 0 2 4 9 1200 487
525 0 2 4 9 642 599
526 0 2 4 9 1271 534
527 0 2 4 9 975 891
528 0 2 4 9 1485 1018
529 0 2 4 9 464 254
530 0 2 4 9 1170 445
531 0 2 4 9 642 563
532 0 2 4 9 268 673
533 0 2 4 9 1277 1010
534 0 2 4 9 705 429
535 0 2 4 9 639 937
536 0 2 4 9 1643 881
537 0 2 4 9 1455 619
538 0 2 4 9 1779 1029
539 0 2 4 9 855 141
540 0 2 4 9 607 757
541 0 2 4 9 1765 922
542 0 2 4 9 1274 934
543 0 2 4 9 1327 786
544 0 2 4 9 531 454
545 0 2 4 9 1257 614
546 0 2 4 9 1206 970
547 0 2 4 9 884 689
548 0 2 4 9 1223 393
549 0 2 4 9 374 435
550 0 2 4 9 1758 926
551 0 2 4 9 1472 609
552 0 2 4 9 1579 137
553 0 2 4 9 1341 1034
554 0 2 4 9 1280 188
555 0 2 4 9 1802 329
556 0 2 4 9 504 879
557 0 2 4 9 1069 282
558 0 2 4 9 1345 998
559 0 2 4 9 735 499
560 0 2 4 9 218 777
561 0 2 4 9 976 151
562 0 2 4 9 1293 639
563 0 2 4 9 1893 765
564 0 2 4 9 1166 278
565 0 2 4 9 519 518
566 0 2 4 9 990 1003
567 0 2 4 9 1535 511
568 0 2 4 9 785 189
569 0 2 4 9 763 198
570 0 2 4 9 1709 787
571 0 2 4 9 466 402
572 0 2 4 9 273 990
573 0 2 4 10 217 741
574 0 2 4 10 1512 721
575 0 2 4 10 1111 138
576 0 2 4 10 1425 935
577 0 2 4 10 1465 301
578 0 2 4 10 1869 944
579 0 2 4 10 888 850
580 0 2 4 10 678 822
581 0 2 4 10 1675 327
582 0 2 4 10 1605 922
583 0 2 4 10 1694 314
584 0 2 4 10 220 114
585 0 2 4 10 1473 185
586 0 2 4 10 923 800
587 0 2 4 10 385 369
588 0 2 4 10 627 420
589 0 2 4 10 1393 647
590 0 2 4 10 1889 844
591 0 2 4 10 1498 701
592 0 2 4 10 340 436
593 0 2 4 10 1135 631
594 0 2 4 10 1801 874
595 0 2 4 10 290 1035
596 0 2 4 10 847 1092
597 0 2 4 10 904 1073
598 0 2 4 10 937 496
599 0 2 4 10 749 585
600 0 2 4 10 1292 660
601 0 2 4 10 1435 130
602 0 2 4 10 1117 1082
603 0 2 4 10 1964 609
604 0 2 4 10 686 966
605 0 2 4 10 580 1089
606 0 2 4 10 437 1032
607 0 2 4 10 1985 544
608 0 2 4 10 680 979
609 0 2 4 10 1825 516
610 0 2 4 10 854 895
611 0 2 4 10 1296 583
612 0 2 4 10 854 771
613 0 2 4 10 1672 832
614 0 2 4 10 783 291
615 0 2 4 10 569 794
616 0 2 4 11 766 502
617 0 2 4 11 1244 1081
